slug,file,status,reason,notes
cooking-conversion,/home/uc/Projects/calcdomain2/sito_modificato/cooking-conversion.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
cooper-test,/home/uc/Projects/calcdomain2/sito_modificato/cooper-test.html,WARN,MISSING_SOURCES,"Injected audit spine into body ; Missing sources (review needed)"
cord-to-cubic-feet,/home/uc/Projects/calcdomain2/sito_modificato/cord-to-cubic-feet.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
core-math-equations-slope-evaluation,/home/uc/Projects/calcdomain2/sito_modificato/core-math-equations-slope-evaluation.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
corrected-sodium,/home/uc/Projects/calcdomain2/sito_modificato/corrected-sodium.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
correlation-calculator,/home/uc/Projects/calcdomain2/sito_modificato/correlation-calculator.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
correlation-coefficient,/home/uc/Projects/calcdomain2/sito_modificato/correlation-coefficient.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
cost-of-living,/home/uc/Projects/calcdomain2/sito_modificato/cost-of-living.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
cost-per-hire,/home/uc/Projects/calcdomain2/sito_modificato/cost-per-hire.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
covariance,/home/uc/Projects/calcdomain2/sito_modificato/covariance.html,WARN,FORBIDDEN_DETECTED,"Injected audit spine into article ; Forbidden detected: Investopedia"
cp-to-pa-s,/home/uc/Projects/calcdomain2/sito_modificato/cp-to-pa-s.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
cpk,/home/uc/Projects/calcdomain2/sito_modificato/cpk.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
cpm,/home/uc/Projects/calcdomain2/sito_modificato/cpm.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
crane-lift-plan,/home/uc/Projects/calcdomain2/sito_modificato/crane-lift-plan.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
credit-card-payoff,/home/uc/Projects/calcdomain2/sito_modificato/credit-card-payoff.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
credit-rating-model,/home/uc/Projects/calcdomain2/sito_modificato/credit-rating-model.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
critical-angle,/home/uc/Projects/calcdomain2/sito_modificato/critical-angle.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
cronbach-s-alpha-calculator,/home/uc/Projects/calcdomain2/sito_modificato/cronbach-s-alpha-calculator.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
crop-yield,/home/uc/Projects/calcdomain2/sito_modificato/crop-yield.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
cross-correlation,/home/uc/Projects/calcdomain2/sito_modificato/cross-correlation.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
cross-product,/home/uc/Projects/calcdomain2/sito_modificato/cross-product.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
cross-stitch-calculator,/home/uc/Projects/calcdomain2/sito_modificato/cross-stitch-calculator.html,WARN,MISSING_FORMULAS,"Injected audit spine into article ; Missing formulas (review needed)"
crossword-solver,/home/uc/Projects/calcdomain2/sito_modificato/crossword-solver.html,WARN,MISSING_SOURCES,"Injected audit spine into body ; Missing sources (review needed)"
crystallizer-design,/home/uc/Projects/calcdomain2/sito_modificato/crystallizer-design.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
cubic-feet-to-gallons,/home/uc/Projects/calcdomain2/sito_modificato/cubic-feet-to-gallons.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
cubic-meters-to-liters,/home/uc/Projects/calcdomain2/sito_modificato/cubic-meters-to-liters.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
cups-to-ml,/home/uc/Projects/calcdomain2/sito_modificato/cups-to-ml.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
cups-to-tablespoons,/home/uc/Projects/calcdomain2/sito_modificato/cups-to-tablespoons.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
currency-option,/home/uc/Projects/calcdomain2/sito_modificato/currency-option.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
current-ratio,/home/uc/Projects/calcdomain2/sito_modificato/current-ratio.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
cycle-time,/home/uc/Projects/calcdomain2/sito_modificato/cycle-time.html,WARN,FORBIDDEN_DETECTED,"Injected audit spine into main ; Forbidden detected: OmniCalculator"
cyclomatic-complexity,/home/uc/Projects/calcdomain2/sito_modificato/cyclomatic-complexity.html,WARN,FORBIDDEN_DETECTED,"Injected audit spine into main ; Forbidden detected: OmniCalculator ; Missing sources (review needed)"
cylinder-volume-calculator,/home/uc/Projects/calcdomain2/sito_modificato/cylinder-volume-calculator.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
d-d-name-generator,/home/uc/Projects/calcdomain2/sito_modificato/d-d-name-generator.html,WARN,MISSING_SOURCES,"Injected audit spine into body ; Missing sources (review needed)"
darcys-law,/home/uc/Projects/calcdomain2/sito_modificato/darcys-law.html,WARN,FORBIDDEN_DETECTED,"Injected audit spine into main ; Forbidden detected: OmniCalculator ; Missing sources (review needed)"
data-storage-converter,/home/uc/Projects/calcdomain2/sito_modificato/data-storage-converter.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
data-transfer-rate-converter,/home/uc/Projects/calcdomain2/sito_modificato/data-transfer-rate-converter.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
database-sizing,/home/uc/Projects/calcdomain2/sito_modificato/database-sizing.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
days-of-inventory-on-hand,/home/uc/Projects/calcdomain2/sito_modificato/days-of-inventory-on-hand.html,WARN,FORBIDDEN_DETECTED,"Injected audit spine into main ; Forbidden detected: OmniCalculator ; Missing sources (review needed)"
days-payables-outstanding,/home/uc/Projects/calcdomain2/sito_modificato/days-payables-outstanding.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
days-until,/home/uc/Projects/calcdomain2/sito_modificato/days-until.html,WARN,MISSING_SOURCES,"Injected audit spine into body ; Missing sources (review needed)"
dcf-equity,/home/uc/Projects/calcdomain2/sito_modificato/dcf-equity.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
dcf,/home/uc/Projects/calcdomain2/sito_modificato/dcf.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
dd-to-dms,/home/uc/Projects/calcdomain2/sito_modificato/dd-to-dms.html,WARN,MISSING_SOURCES,"Injected audit spine into body ; Missing sources (review needed)"
decibel,/home/uc/Projects/calcdomain2/sito_modificato/decibel.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
decimal-calculator,/home/uc/Projects/calcdomain2/sito_modificato/decimal-calculator.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
decimal-to-fraction,/home/uc/Projects/calcdomain2/sito_modificato/decimal-to-fraction.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
decimal-to-time,/home/uc/Projects/calcdomain2/sito_modificato/decimal-to-time.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
decision-tree,/home/uc/Projects/calcdomain2/sito_modificato/decision-tree.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
degrees-to-radians,/home/uc/Projects/calcdomain2/sito_modificato/degrees-to-radians.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
derivative,/home/uc/Projects/calcdomain2/sito_modificato/derivative.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
detention-pond,/home/uc/Projects/calcdomain2/sito_modificato/detention-pond.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
dfs,/home/uc/Projects/calcdomain2/sito_modificato/dfs.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
dice-roll-probability,/home/uc/Projects/calcdomain2/sito_modificato/dice-roll-probability.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
diffie-hellman,/home/uc/Projects/calcdomain2/sito_modificato/diffie-hellman.html,WARN,MISSING_FORMULAS,"Injected audit spine into body ; Missing formulas (review needed) ; Missing sources (review needed)"
diffraction-grating,/home/uc/Projects/calcdomain2/sito_modificato/diffraction-grating.html,WARN,FORBIDDEN_DETECTED,"Injected audit spine into body ; Forbidden detected: OmniCalculator"
dijkstra-s-algorithm-calculator,/home/uc/Projects/calcdomain2/sito_modificato/dijkstra-s-algorithm-calculator.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
dinner,/home/uc/Projects/calcdomain2/sito_modificato/dinner.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
discriminant-calculator,/home/uc/Projects/calcdomain2/sito_modificato/discriminant-calculator.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
distance-calculator,/home/uc/Projects/calcdomain2/sito_modificato/distance-calculator.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
distance-formula-calculator,/home/uc/Projects/calcdomain2/sito_modificato/distance-formula-calculator.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
dividend-yield,/home/uc/Projects/calcdomain2/sito_modificato/dividend-yield.html,WARN,FORBIDDEN_DETECTED,"Injected audit spine into main ; Forbidden detected: OmniCalculator"
dms-to-dd,/home/uc/Projects/calcdomain2/sito_modificato/dms-to-dd.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
dna-to-protein-translator,/home/uc/Projects/calcdomain2/sito_modificato/dna-to-protein-translator.html,WARN,MISSING_FORMULAS,"Injected audit spine into article ; Missing formulas (review needed)"
dnd-name-generator,/home/uc/Projects/calcdomain2/sito_modificato/dnd-name-generator.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
dodecagon-calculator,/home/uc/Projects/calcdomain2/sito_modificato/dodecagon-calculator.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
dodecahedron-volume,/home/uc/Projects/calcdomain2/sito_modificato/dodecahedron-volume.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
dot-product,/home/uc/Projects/calcdomain2/sito_modificato/dot-product.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
double-slit-interference,/home/uc/Projects/calcdomain2/sito_modificato/double-slit-interference.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
doubling-time,/home/uc/Projects/calcdomain2/sito_modificato/doubling-time.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
dps,/home/uc/Projects/calcdomain2/sito_modificato/dps.html,WARN,MISSING_SOURCES,"Injected audit spine into body ; Missing sources (review needed)"
dram-to-grams,/home/uc/Projects/calcdomain2/sito_modificato/dram-to-grams.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
drug-dosage,/home/uc/Projects/calcdomain2/sito_modificato/drug-dosage.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
drug-half-life,/home/uc/Projects/calcdomain2/sito_modificato/drug-half-life.html,WARN,FORBIDDEN_DETECTED,"Injected audit spine into main ; Forbidden detected: OmniCalculator ; Missing sources (review needed)"
drywall,/home/uc/Projects/calcdomain2/sito_modificato/drywall.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
dupont-analysis,/home/uc/Projects/calcdomain2/sito_modificato/dupont-analysis.html,WARN,FORBIDDEN_DETECTED,"Injected audit spine into main ; Forbidden detected: Investopedia"
e-mc2,/home/uc/Projects/calcdomain2/sito_modificato/e-mc2.html,WARN,FORBIDDEN_DETECTED,"Injected audit spine into main ; Forbidden detected: OmniCalculator ; Missing sources (review needed)"
effective-annual-rate,/home/uc/Projects/calcdomain2/sito_modificato/effective-annual-rate.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
electron-configuration,/home/uc/Projects/calcdomain2/sito_modificato/electron-configuration.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
ellipse-area,/home/uc/Projects/calcdomain2/sito_modificato/ellipse-area.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
ellipse-calculator,/home/uc/Projects/calcdomain2/sito_modificato/ellipse-calculator.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
emergency-fund,/home/uc/Projects/calcdomain2/sito_modificato/emergency-fund.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
employee-stock-option,/home/uc/Projects/calcdomain2/sito_modificato/employee-stock-option.html,WARN,FORBIDDEN_DETECTED,"Injected audit spine into main ; Forbidden detected: Investopedia"
employee-turnover-rate,/home/uc/Projects/calcdomain2/sito_modificato/employee-turnover-rate.html,WARN,MISSING_SOURCES,"Injected audit spine into body ; Missing sources (review needed)"
ems-to-pixels,/home/uc/Projects/calcdomain2/sito_modificato/ems-to-pixels.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
energy-unit-converter,/home/uc/Projects/calcdomain2/sito_modificato/energy-unit-converter.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
eps,/home/uc/Projects/calcdomain2/sito_modificato/eps.html,WARN,FORBIDDEN_DETECTED,"Injected audit spine into body ; Forbidden detected: OmniCalculator ; Missing sources (review needed)"
equation-solver,/home/uc/Projects/calcdomain2/sito_modificato/equation-solver.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
ergs-to-joules,/home/uc/Projects/calcdomain2/sito_modificato/ergs-to-joules.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
euclidean-algorithm,/home/uc/Projects/calcdomain2/sito_modificato/euclidean-algorithm.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
euler-s-method-calculator,/home/uc/Projects/calcdomain2/sito_modificato/euler-s-method-calculator.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
euler-s-totient-function-calculator,/home/uc/Projects/calcdomain2/sito_modificato/euler-s-totient-function-calculator.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
eurocode-7-pile-capacity,/home/uc/Projects/calcdomain2/sito_modificato/eurocode-7-pile-capacity.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
eurocode-7-slope-stability,/home/uc/Projects/calcdomain2/sito_modificato/eurocode-7-slope-stability.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
eurocode-8-capacity-design,/home/uc/Projects/calcdomain2/sito_modificato/eurocode-8-capacity-design.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
eurocode-8-seismic-design,/home/uc/Projects/calcdomain2/sito_modificato/eurocode-8-seismic-design.html,WARN,MISSING_SOURCES,"Injected audit spine into body ; Missing sources (review needed)"
ev-to-joules,/home/uc/Projects/calcdomain2/sito_modificato/ev-to-joules.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
eva,/home/uc/Projects/calcdomain2/sito_modificato/eva.html,WARN,FORBIDDEN_DETECTED,"Injected audit spine into main ; Forbidden detected: OmniCalculator ; Missing sources (review needed)"
event-budget,/home/uc/Projects/calcdomain2/sito_modificato/event-budget.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
exchange-ratio,/home/uc/Projects/calcdomain2/sito_modificato/exchange-ratio.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
exoplanet-transit,/home/uc/Projects/calcdomain2/sito_modificato/exoplanet-transit.html,WARN,FORBIDDEN_DETECTED,"Injected audit spine into body ; Forbidden detected: OmniCalculator ; Missing sources (review needed)"
exponent,/home/uc/Projects/calcdomain2/sito_modificato/exponent.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
f-test,/home/uc/Projects/calcdomain2/sito_modificato/f-test.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
factoring-calculator,/home/uc/Projects/calcdomain2/sito_modificato/factoring-calculator.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
fahrenheit-to-celsius,/home/uc/Projects/calcdomain2/sito_modificato/fahrenheit-to-celsius.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
fahrenheit-to-kelvin,/home/uc/Projects/calcdomain2/sito_modificato/fahrenheit-to-kelvin.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
faq,/home/uc/Projects/calcdomain2/sito_modificato/faq.html,WARN,MISSING_FORMULAS,"Injected audit spine into main ; Missing formulas (review needed)"
fathoms-to-feet,/home/uc/Projects/calcdomain2/sito_modificato/fathoms-to-feet.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
fcfe,/home/uc/Projects/calcdomain2/sito_modificato/fcfe.html,WARN,FORBIDDEN_DETECTED,"Injected audit spine into main ; Forbidden detected: OmniCalculator ; Missing sources (review needed)"
fcff,/home/uc/Projects/calcdomain2/sito_modificato/fcff.html,WARN,FORBIDDEN_DETECTED,"Injected audit spine into main ; Forbidden detected: OmniCalculator ; Missing sources (review needed)"
fdi-roi,/home/uc/Projects/calcdomain2/sito_modificato/fdi-roi.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
feet-of-water-to-psi,/home/uc/Projects/calcdomain2/sito_modificato/feet-of-water-to-psi.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
feet-per-second-to-mph,/home/uc/Projects/calcdomain2/sito_modificato/feet-per-second-to-mph.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
feet-to-meters,/home/uc/Projects/calcdomain2/sito_modificato/feet-to-meters.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
fibonacci-calculator,/home/uc/Projects/calcdomain2/sito_modificato/fibonacci-calculator.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
fibonacci-number,/home/uc/Projects/calcdomain2/sito_modificato/fibonacci-number.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
field-goal-distance,/home/uc/Projects/calcdomain2/sito_modificato/field-goal-distance.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
fill-rate,/home/uc/Projects/calcdomain2/sito_modificato/fill-rate.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
filter-design,/home/uc/Projects/calcdomain2/sito_modificato/filter-design.html,WARN,MISSING_SOURCES,"Injected audit spine into body ; Missing sources (review needed)"
financial-goals,/home/uc/Projects/calcdomain2/sito_modificato/financial-goals.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
fl-oz-to-ml,/home/uc/Projects/calcdomain2/sito_modificato/fl-oz-to-ml.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
foil,/home/uc/Projects/calcdomain2/sito_modificato/foil.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
food-density,/home/uc/Projects/calcdomain2/sito_modificato/food-density.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
forecasting,/home/uc/Projects/calcdomain2/sito_modificato/forecasting.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
formal-charge,/home/uc/Projects/calcdomain2/sito_modificato/formal-charge.html,WARN,MISSING_SOURCES,"Injected audit spine into body ; Missing sources (review needed)"
forward-rate,/home/uc/Projects/calcdomain2/sito_modificato/forward-rate.html,WARN,MISSING_SOURCES,"Injected audit spine into body ; Missing sources (review needed)"
fraction,/home/uc/Projects/calcdomain2/sito_modificato/fraction.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
frame-size,/home/uc/Projects/calcdomain2/sito_modificato/frame-size.html,WARN,MISSING_SOURCES,"Injected audit spine into body ; Missing sources (review needed)"
freight-class,/home/uc/Projects/calcdomain2/sito_modificato/freight-class.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
friedman-test,/home/uc/Projects/calcdomain2/sito_modificato/friedman-test.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
friendship,/home/uc/Projects/calcdomain2/sito_modificato/friendship.html,WARN,MISSING_SOURCES,"Injected audit spine into body ; Missing sources (review needed)"
ft-lb-to-nm,/home/uc/Projects/calcdomain2/sito_modificato/ft-lb-to-nm.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
fuel-cost,/home/uc/Projects/calcdomain2/sito_modificato/fuel-cost.html,WARN,FORBIDDEN_DETECTED,"Injected audit spine into main ; Forbidden detected: Calculator.net"
fuel-economy-converter,/home/uc/Projects/calcdomain2/sito_modificato/fuel-economy-converter.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
fugacity,/home/uc/Projects/calcdomain2/sito_modificato/fugacity.html,WARN,MISSING_SOURCES,"Injected audit spine into body ; Missing sources (review needed)"
function-calculator,/home/uc/Projects/calcdomain2/sito_modificato/function-calculator.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
furlongs-to-miles,/home/uc/Projects/calcdomain2/sito_modificato/furlongs-to-miles.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
future-value-of-annuity,/home/uc/Projects/calcdomain2/sito_modificato/future-value-of-annuity.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
g-test,/home/uc/Projects/calcdomain2/sito_modificato/g-test.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
gacha,/home/uc/Projects/calcdomain2/sito_modificato/gacha.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
gallons-to-liters,/home/uc/Projects/calcdomain2/sito_modificato/gallons-to-liters.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
game-theory,/home/uc/Projects/calcdomain2/sito_modificato/game-theory.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
gas-mixture,/home/uc/Projects/calcdomain2/sito_modificato/gas-mixture.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
gauss-to-tesla,/home/uc/Projects/calcdomain2/sito_modificato/gauss-to-tesla.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
gb-to-tb,/home/uc/Projects/calcdomain2/sito_modificato/gb-to-tb.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
gcf,/home/uc/Projects/calcdomain2/sito_modificato/gcf.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
genetic-algorithm,/home/uc/Projects/calcdomain2/sito_modificato/genetic-algorithm.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
geologic-time-scale-converter,/home/uc/Projects/calcdomain2/sito_modificato/geologic-time-scale-converter.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
geometric-distribution,/home/uc/Projects/calcdomain2/sito_modificato/geometric-distribution.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
geometric-sequence,/home/uc/Projects/calcdomain2/sito_modificato/geometric-sequence.html,WARN,MISSING_FORMULAS,"Injected audit spine into body ; Missing formulas (review needed)"
german-pension,/home/uc/Projects/calcdomain2/sito_modificato/german-pension.html,WARN,MISSING_FORMULAS,"Injected audit spine into main ; Missing formulas (review needed)"
gibbs-free-energy,/home/uc/Projects/calcdomain2/sito_modificato/gibbs-free-energy.html,WARN,FORBIDDEN_DETECTED,"Injected audit spine into article ; Forbidden detected: OmniCalculator"
glycemic-load,/home/uc/Projects/calcdomain2/sito_modificato/glycemic-load.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
goal-difference,/home/uc/Projects/calcdomain2/sito_modificato/goal-difference.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
goldbach-conjecture,/home/uc/Projects/calcdomain2/sito_modificato/goldbach-conjecture.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
googlec8c0eedfe44345b9,/home/uc/Projects/calcdomain2/sito_modificato/googlec8c0eedfe44345b9.html,WARN,MISSING_FORMULAS,"Injected audit spine into body ; Missing formulas (review needed) ; Missing sources (review needed)"
gpm-to-lps,/home/uc/Projects/calcdomain2/sito_modificato/gpm-to-lps.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
grade,/home/uc/Projects/calcdomain2/sito_modificato/grade.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
gradient-divergence-curl,/home/uc/Projects/calcdomain2/sito_modificato/gradient-divergence-curl.html,WARN,MISSING_SOURCES,"Injected audit spine into body ; Missing sources (review needed)"
grains-to-grams,/home/uc/Projects/calcdomain2/sito_modificato/grains-to-grams.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
gram-schmidt,/home/uc/Projects/calcdomain2/sito_modificato/gram-schmidt.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
grams-to-carats,/home/uc/Projects/calcdomain2/sito_modificato/grams-to-carats.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
grams-to-cups,/home/uc/Projects/calcdomain2/sito_modificato/grams-to-cups.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
grams-to-moles,/home/uc/Projects/calcdomain2/sito_modificato/grams-to-moles.html,WARN,MISSING_SOURCES,"Injected audit spine into article ; Missing sources (review needed)"
grams-to-ounces,/home/uc/Projects/calcdomain2/sito_modificato/grams-to-ounces.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
grams-to-pounds,/home/uc/Projects/calcdomain2/sito_modificato/grams-to-pounds.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
graph-degree,/home/uc/Projects/calcdomain2/sito_modificato/graph-degree.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
graphing-and-visualization,/home/uc/Projects/calcdomain2/sito_modificato/graphing-and-visualization.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
graphing-calculator,/home/uc/Projects/calcdomain2/sito_modificato/graphing-calculator.html,WARN,MISSING_SOURCES,"Injected audit spine into main ; Missing sources (review needed)"
